ticker,weight
AAPL,0.013146504970465801
ABT,0.011294460543234993
ADBE,0.00047136759491543065
ADI,1.5372332219709647e-16
ADP,0.0
ADSK,0.0
AIG,0.0
AMAT,2.3923100802682638e-17
AMD,2.734723164281685e-17
AMGN,0.01625760448478678
APD,0.0
AXP,8.238886513303386e-18
BA,0.0
BAC,0.0
BDX,0.0
BK,0.0
BMY,0.0
BRK,0.0
C,0.0
CAT,0.0
CDNS,0.0
CI,0.0
CL,9.049527266419536e-17
COP,0.0
COST,4.3146077697234294e-17
CSX,4.4858747639498576e-17
CVS,3.985705011697649e-17
CVX,3.879721485149429e-17
D,0.0
DE,1.0649046725465273e-17
DHR,0.015432743891267468
DIS,0.0
DUK,0.0
ECL,0.0
EMR,8.131165975423345e-17
EOG,4.7594232442403895e-18
EXC,0.0
F,0.0
FDX,0.0
FISV,2.822536714260175e-17
GD,0.0
GE,4.250293244191779e-17
HD,3.342017792131475e-17
HON,0.0
HUM,1.5332222166053787e-18
IBM,0.0
INTC,3.236530974881198e-17
ITW,5.232598360768491e-17
JNJ,1.1199012130660518e-17
JPM,1.874784315751604e-17
KLAC,1.8222117580817368e-17
KMB,8.442331269079307e-17
KO,1.4516938710192248e-18
LLY,0.015536283294722767
LMT,0.006469312055093266
LOW,0.0
LRCX,0.006840438371157753
MCD,0.0
MCO,0.0
MMC,0.0
MMM,0.0
MNST,0.0226284366934673
MO,0.005603488017982573
MRK,0.0
MS,4.057462933033216e-17
MSFT,0.03176038606147198
MSI,2.1103047258972397e-17
MU,0.004291696414234355
NEE,0.047798928806006134
NEM,0.0033542350167769354
NKE,0.009810281843193021
NOC,0.007615719683498194
NSC,2.23855765011766e-17
ORCL,0.003401710092793515
PAYX,0.019741392085183343
PEP,6.237121698904023e-18
PFE,0.0
PG,0.0034768982765136635
PGR,0.006404049441239893
PNC,0.0
RTX,0.0
SCHW,0.0
SHW,3.870021265947373e-17
SO,0.0735436680639522
SPGI,0.0
SYK,8.233844956701558e-19
T,0.0
TFC,2.97040217184085e-17
TGT,7.96869656111867e-18
TJX,0.014504061993687738
TMO,3.471846199935864e-17
TXN,1.892899655894858e-17
UNH,0.021626507758456207
UNP,1.969722973274221e-17
USB,0.0
VZ,1.034697572267164e-17
WFC,6.634901726259846e-17
WM,0.0096599514380167
WMT,2.735569872619387e-17
XOM,0.0
